"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 13 Biosets for SARS day1 post-infection vs control Lung tissue experiments from six independent studies (GSE19137, GSE23955 , GSE36969,  GSE49262, GSE49263, GSE50000) and five strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV MA15, SARS-CoV MA15g, SARS-CoV MA15e, SARS-CoV TOR2, SARS-CoV Urbani). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.   "		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day1 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option."		
		
Gene	Specificity	Score Ave
Pdrg1	5 out of 13	-4.003742082
Dsp	8 out of 13	-3.97511842
Mpzl1	6 out of 13	-3.950668361
Cars2	6 out of 13	-3.944527494
Ipp	6 out of 13	-3.928623061
HPS4	6 out of 13	-3.89484101
Hdac7	5 out of 13	-3.873035129
Ska1	5 out of 13	-3.847338992
LOC720288	4 out of 13	-3.840022397
Cep19	7 out of 13	-3.838086313
Kcns3	4 out of 13	-3.835113478
Mtmr10	5 out of 13	-3.80853894
Ttn	8 out of 13	-3.803364062
MVD	4 out of 13	-3.794907827
Ucp2	4 out of 13	-3.79448843
Rprd2	6 out of 13	-3.774949144
Gfpt1	6 out of 13	-3.763758398
TGFBR3	5 out of 13	-3.751086301
Ptafr	9 out of 13	-3.747371836
Arhgef10	8 out of 13	-3.735222103
Mapt	5 out of 13	-3.711430949
AU022252	6 out of 13	-3.706544484
GPATCH2	4 out of 13	-3.706514038
Ggcx	5 out of 13	-3.676833564
Dnajc9	5 out of 13	-3.67615192
Rogdi	5 out of 13	-3.653121856
Scamp2	6 out of 13	-3.649842094
Rnase6	8 out of 13	-3.643492343
Arhgef11	5 out of 13	-3.639873153
Ttc7b	5 out of 13	-3.626977382
F5	4 out of 13	-3.62134443
Gpm6a	5 out of 13	-3.611034169
Lats2	6 out of 13	-3.610971659
Pde8b	5 out of 13	-3.590945272
433654	4 out of 13	-3.588575883
Mccc1	7 out of 13	-3.587610071
Epb4.1l4b	5 out of 13	-3.553406134
4-Sep	7 out of 13	-3.540079531
Rab36	4 out of 13	-3.538284062
Mmrn2	5 out of 13	-3.515383462
Elmod2	6 out of 13	-3.513391587
Dnajc5	7 out of 13	-3.496104314
Wdr35	6 out of 13	-3.454482496
Zcchc14	5 out of 13	-3.450716441
Itgb8	6 out of 13	-3.430188769
Nadkd1	7 out of 13	-3.417722598
Stam	7 out of 13	-3.41384529
Phtf1	6 out of 13	-3.408364997
Klhdc10	6 out of 13	-3.401912916
Vamp4	6 out of 13	-3.398178039
Yipf3	7 out of 13	-3.396058891
Ctdspl	7 out of 13	-3.383700116
Tepp	5 out of 13	-3.382801364
LOC714172	5 out of 13	-3.380172954
Nceh1	5 out of 13	-3.373752083
Fcho2	5 out of 13	-3.371096317
Chpt1	6 out of 13	-3.357314412
Gle1	7 out of 13	-3.355874388
706266	5 out of 13	-3.341111352
Paics	5 out of 13	-3.32642881
Dip2a	7 out of 13	-3.322938836
Zbtb10	5 out of 13	-3.303651989
LOC708716	4 out of 13	-3.294775133
KCTD17	4 out of 13	-3.281454052
MKRN1	7 out of 13	-3.280012665
Atp13a2	6 out of 13	-3.278551386
Sipa1l1	7 out of 13	-3.271540513
Tmem214	5 out of 13	-3.263661717
Gpr116	5 out of 13	-3.255112726
Pbx1	7 out of 13	-3.254832034
Tmem19	5 out of 13	-3.243833636
Ino80c	5 out of 13	-3.219091167
Clk1	5 out of 13	-3.204164454
Napepld	6 out of 13	-3.200688554
Ldlrad3	5 out of 13	-3.188179552
Raver2	7 out of 13	-3.176481391
Iars2	5 out of 13	-3.147385307
Akna	5 out of 13	-3.14688589
Kcnmb4	6 out of 13	-3.114005417
St6galnac5	4 out of 13	-3.113574104
LOC718113	4 out of 13	-3.104026808
Elk3	4 out of 13	-3.09917448
Golga2	5 out of 13	-3.082917717
Tdp1	5 out of 13	-3.082781244
2810432D09Rik	6 out of 13	-3.06717238
Gas2l1	5 out of 13	-3.047991563
Pdzd2	10 out of 13	-3.042484356
Tspan31	6 out of 13	-3.036474815
Rpl5	6 out of 13	-3.036437601
Myo6	5 out of 13	-3.022487624
Cdh17	5 out of 13	-2.978529822
Fxyd5	8 out of 13	-2.973399086
Mapk1	5 out of 13	-2.968333622
LOC709505	5 out of 13	-2.963476032
Aldh1l2	5 out of 13	-2.951968883
Kcna1	4 out of 13	-2.93804675
Atpaf1	5 out of 13	-2.926115011
F2r	5 out of 13	-2.907769432
Net1	6 out of 13	-2.899673572
LOC716742	5 out of 13	-2.894342642
Lum	6 out of 13	-2.892131907
Msl1	7 out of 13	-2.88985965
LOC720083	4 out of 13	-2.869956151
Lpp	5 out of 13	-2.861937051
Trp53bp2	9 out of 13	-2.857410841
ERCC1	5 out of 13	-2.856883404
Rhobtb3	6 out of 13	-2.827628721
Eps8	4 out of 13	-2.825142034
Rnf187	7 out of 13	-2.809362336
Elmo1	5 out of 13	-2.804657739
Sertad2	6 out of 13	-2.74799788
MYLK	5 out of 13	-2.743553197
ASAP1	6 out of 13	-2.732439104
Chst2	5 out of 13	-2.721969313
Fbxo9	6 out of 13	-2.715656094
Rp9	6 out of 13	-2.697289192
Ints10	7 out of 13	-2.692617048
Wdtc1	5 out of 13	-2.671514053
VPS18	4 out of 13	-2.66767039
Zfp503	5 out of 13	-2.665578173
Sypl	6 out of 13	-2.643513773
Erlec1	5 out of 13	-2.626881703
Dab2	6 out of 13	-2.62624936
Arhgdib	4 out of 13	-2.562719286
Hbs1l	6 out of 13	-2.561886547
LOC714696	4 out of 13	-2.539656964
Kri1	6 out of 13	-2.535683332
Usp46	7 out of 13	-2.524431832
Slamf9	6 out of 13	-2.499667924
Boc	5 out of 13	-2.474429593
Brca1	5 out of 13	-2.451770959
Fkbp9	4 out of 13	-2.441700734
Rasgrp4	6 out of 13	-2.438200242
Psenen	4 out of 13	-2.425699135
BC002230	5 out of 13	-2.412980194
Btbd2	7 out of 13	-2.403557306
Zdhhc1	5 out of 13	-2.398620289
Vapb	8 out of 13	-2.396592578
Ptprz1	4 out of 13	-2.396060517
Spry1	6 out of 13	-2.388205912
Ptdss2	5 out of 13	-2.383690201
TMBIM1	5 out of 13	-2.364082198
Rcbtb2	6 out of 13	-2.357329189
Casd1	5 out of 13	-2.355208055
Ryk	6 out of 13	-2.349278221
Ocrl	5 out of 13	-2.346584266
Lat2	6 out of 13	-2.327795198
PDGFA	5 out of 13	-2.320136897
Gstm4	6 out of 13	-2.320108108
Nagk	5 out of 13	-2.312604692
Sh3d21	4 out of 13	-2.308765881
Tusc3	8 out of 13	-2.282594919
Rilp	5 out of 13	-2.278706068
Gipc2	7 out of 13	-2.262807673
Rpl27a	5 out of 13	-2.260817542
Ctdp1	6 out of 13	-2.253608621
Mosc2	5 out of 13	-2.250211708
Cyp2b10	5 out of 13	-2.238104677
Snrpn	6 out of 13	-2.23761618
LOC706142	5 out of 13	-2.221810734
Tbx3	8 out of 13	-2.191186678
Wdsub1	5 out of 13	-2.177552638
LOC720581	4 out of 13	-2.147177568
ALDH3B2	5 out of 13	-2.14598897
Lamp2	6 out of 13	-2.126852231
Znrf1	6 out of 13	-2.122866009
Ppan	5 out of 13	-2.112254609
Fam57b	6 out of 13	-2.091414585
Car3	4 out of 13	-2.08458982
Macrod1	6 out of 13	-2.079259745
Dok1	8 out of 13	-2.062129368
Rbfa	5 out of 13	-2.061342425
Mat2a	6 out of 13	-2.058809856
Dnaaf1	5 out of 13	-2.05087008
Napb	5 out of 13	-2.050559141
SOX6	5 out of 13	-2.034146882
Wipi1	9 out of 13	-2.033712987
Slc25a29	5 out of 13	-1.983756533
Id2	5 out of 13	-1.975961645
Unc13b	5 out of 13	-1.975873027
Dock9	8 out of 13	-1.974398641
Fam164a	4 out of 13	-1.959599821
Mapkapk2	9 out of 13	-1.933059727
Arhgap20	5 out of 13	-1.929932911
Slc29a3	4 out of 13	-1.893787836
Caprin2	6 out of 13	-1.884851972
Fam149b	7 out of 13	-1.851704421
Sidt2	6 out of 13	-1.843270999
Sike1	5 out of 13	-1.823327557
Serac1	6 out of 13	-1.798499119
Zscan21	5 out of 13	-1.796861108
Tmtc1	4 out of 13	-1.786107663
Hsp90b1	5 out of 13	-1.772079153
Thoc6	7 out of 13	-1.758071519
ARSB	4 out of 13	-1.757803024
TSEN54	5 out of 13	-1.757319493
Kdsr	7 out of 13	-1.753843373
P2rx7	5 out of 13	-1.743833928
Pigc	6 out of 13	-1.729474687
Vamp2	5 out of 13	-1.723145621
Hspa2	4 out of 13	-1.717899045
Pde8a	6 out of 13	-1.637485617
Ift122	6 out of 13	-1.630319323
Sugt1	5 out of 13	-1.605627143
Pycard	8 out of 13	-1.603750892
Slc9a3r2	5 out of 13	-1.574564205
LOC712600	6 out of 13	-1.565358573
Tm2d3	6 out of 13	-1.548491282
Rgl2	4 out of 13	-1.543499145
Itgav	7 out of 13	-1.499394206
Rab40c	7 out of 13	-1.49581231
Zfp2	8 out of 13	-1.482480001
Irx2	5 out of 13	-1.479986979
Wasl	6 out of 13	-1.476449305
Sf3b1	5 out of 13	-1.475269557
Gm5595	5 out of 13	-1.442506921
4931406C07Rik	6 out of 13	-1.424656496
4932438A13Rik	5 out of 13	-1.387582245
LMNA	4 out of 13	-1.382676959
Cbr3	7 out of 13	-1.382197279
Tnik	5 out of 13	-1.367940261
Tspo	6 out of 13	-1.358258158
Gnas	6 out of 13	-1.34415337
Map3k13	6 out of 13	-1.31245631
RBM5	6 out of 13	-1.30728724
Gart	4 out of 13	-1.274668135
Lrrc45	5 out of 13	-1.2674586
Impad1	6 out of 13	-1.263995014
AKT2	4 out of 13	-1.255525881
THOC2	5 out of 13	-1.24127825
RFX7	4 out of 13	-1.224958357
Pi4kb	8 out of 13	-1.22437107
Dok3	4 out of 13	-1.21617757
Usp16	5 out of 13	-1.184258817
Ylpm1	6 out of 13	-1.183450967
Kcnk3	5 out of 13	-1.17336904
Cinp	5 out of 13	-1.169254847
Rps28	5 out of 13	-1.161977982
Rreb1	5 out of 13	-1.161385653
707989	5 out of 13	-1.160804502
Rpa3	5 out of 13	-1.139524333
C8g	6 out of 13	-1.076307907
AW146020	5 out of 13	-1.049242473
Sec63	5 out of 13	-1.047909007
Polr3e	7 out of 13	-1.02789013
LOC710176	4 out of 13	-1.012497515
Il1r1	6 out of 13	-0.963597855
Inpp5a	4 out of 13	-0.961285652
Itga9	5 out of 13	-0.949252564
Polh	5 out of 13	-0.946166465
Syngr2	4 out of 13	-0.927853755
Acly	6 out of 13	-0.900859313
LOC712351	4 out of 13	-0.89995005
Capg	5 out of 13	-0.899119963
Ilf3	5 out of 13	-0.878161216
Abca8b	6 out of 13	-0.876879068
Kdr	4 out of 13	-0.872996849
Med15	5 out of 13	-0.864128004
Nhlrc2	7 out of 13	-0.863862956
Plxdc1	6 out of 13	-0.859116772
MRPL23	5 out of 13	-0.847528546
Wdr45	5 out of 13	-0.838865669
Coq9	7 out of 13	-0.822617174
Stk35	6 out of 13	-0.810566851
EIF4E3	5 out of 13	-0.788515311
Hecw2	4 out of 13	-0.763540403
Robo1	5 out of 13	-0.749662435
Dock11	5 out of 13	-0.731102561
Dido1	7 out of 13	-0.720309444
Ppm1n	5 out of 13	-0.713664734
4930453N24Rik	5 out of 13	-0.704008321
Mtmr4	5 out of 13	-0.697680196
Bcl2l11	8 out of 13	-0.670931769
Eif4ebp2	6 out of 13	-0.622777283
Rapgef3	4 out of 13	-0.617723839
Tmem245	7 out of 13	-0.598515232
Wdr47	6 out of 13	-0.587490242
Gla	7 out of 13	-0.5839566
Rbpj	5 out of 13	-0.536846974
H2afx	5 out of 13	-0.53625326
Atxn3	6 out of 13	-0.511970529
Rab43	7 out of 13	-0.498115298
Baz2a	5 out of 13	-0.462100911
Apmap	4 out of 13	-0.448815525
Cbx5	8 out of 13	-0.445151745
Atp5a1	7 out of 13	-0.444101683
Sfxn3	5 out of 13	-0.397147458
WIPF1	5 out of 13	-0.394982963
Ak2	6 out of 13	-0.371445196
Gkap1	7 out of 13	-0.335266077
Ptprm	5 out of 13	-0.302936234
Pex6	5 out of 13	-0.281192104
Atp5c1	5 out of 13	-0.274646966
SLC25A14	4 out of 13	-0.264725258
Prrc2a	5 out of 13	-0.257128335
Cep70	10 out of 13	-0.235490573
Slc16a6	6 out of 13	-0.230336178
Josd1	5 out of 13	-0.226491754
Btg1	7 out of 13	-0.213158706
Actr2	5 out of 13	-0.208996829
Zfp354b	5 out of 13	-0.193273641
Fgf1	5 out of 13	-0.182962324
LOC703896	4 out of 13	-0.180838526
Clic5	6 out of 13	-0.178919559
Fam76a	7 out of 13	-0.162299252
Slc11a1	6 out of 13	-0.159418687
Armc8	5 out of 13	-0.122517946
DTNA	4 out of 13	-0.120183658
9430020K01Rik	7 out of 13	-0.115037893
701223	4 out of 13	-0.107928663
Emc1	8 out of 13	-0.102514441
Mrpl52	5 out of 13	-0.077965293
Gsk3b	5 out of 13	-0.061447346
Fam3b	6 out of 13	-0.053602135
Atmin	6 out of 13	-0.041730509
Cadm1	6 out of 13	-0.026169243
Dstyk	6 out of 13	-0.022750575
Gmfg	6 out of 13	-0.016542558
Zhx3	5 out of 13	-0.014410711
Kbtbd4	6 out of 13	-0.004560683
Dll4	4 out of 13	-0.003093422
Actr3	5 out of 13	-0.002536194
Cyba	4 out of 13	0.017576633
Aqp4	4 out of 13	0.027707992
702192	4 out of 13	0.0290751
Gcap14	5 out of 13	0.062710897
Gpd1	4 out of 13	0.071986898
B230219D22Rik	5 out of 13	0.075132405
Hpgd	5 out of 13	0.10161608
Glg1	5 out of 13	0.107845204
Fam116a	6 out of 13	0.121148226
Ppp1r12a	5 out of 13	0.129249073
Pram1	7 out of 13	0.145687858
2310061J03Rik	4 out of 13	0.157622677
Jak1	5 out of 13	0.16665955
Foxs1	5 out of 13	0.170947765
Scaper	6 out of 13	0.173020679
2010011I20Rik	9 out of 13	0.173029765
Slc2a1	4 out of 13	0.176445929
Akap5	6 out of 13	0.179428148
H2afy	7 out of 13	0.180498991
Tsc1	6 out of 13	0.19860761
Rdh14	5 out of 13	0.204005146
Rundc3b	5 out of 13	0.204872023
Myh14	5 out of 13	0.230732766
Rmnd1	6 out of 13	0.245370408
Gmppb	8 out of 13	0.280836026
Fermt2	7 out of 13	0.284741781
LASP1	6 out of 13	0.285694069
Lrp4	6 out of 13	0.293367841
Laptm5	4 out of 13	0.296476346
Itgb3bp	5 out of 13	0.30858645
Cd99	5 out of 13	0.312081906
Btf3l4	5 out of 13	0.351516917
Adamts4	4 out of 13	0.380553022
Erg	4 out of 13	0.401346082
Mapk11	6 out of 13	0.45446244
AI316807	5 out of 13	0.466010209
Usp13	6 out of 13	0.476905106
D10Wsu102e	6 out of 13	0.536238713
Med13l	6 out of 13	0.537521101
Mkrn2	6 out of 13	0.55424134
Mier3	5 out of 13	0.55481455
Slc5a9	4 out of 13	0.57514187
Smurf2	7 out of 13	0.589327159
Bmp4	6 out of 13	0.60120373
Ccdc120	5 out of 13	0.612283849
Sytl4	6 out of 13	0.614595142
Ubfd1	6 out of 13	0.658895053
Bmpr2	6 out of 13	0.678873178
Purb	5 out of 13	0.751828908
Grasp	4 out of 13	0.762519992
Ceacam1	5 out of 13	0.775891198
Tlr6	6 out of 13	0.800829822
Isoc2b	4 out of 13	0.820836232
Cerk	5 out of 13	0.821740648
Rab5c	5 out of 13	0.822988529
LOC702915	4 out of 13	0.873623643
Szt2	7 out of 13	0.876434536
Syk	8 out of 13	0.879291568
PHACTR1	7 out of 13	0.903443367
Nipal3	5 out of 13	0.909105537
Elavl3	5 out of 13	0.943515183
Ntf3	5 out of 13	0.949500559
Rpe	6 out of 13	0.951048012
Npr3	4 out of 13	0.96614388
Slc11a2	5 out of 13	0.96689628
Specc1	6 out of 13	1.049132598
2410002F23Rik	8 out of 13	1.057555259
Dpt	4 out of 13	1.071182781
Sltm	5 out of 13	1.072298936
Angel2	7 out of 13	1.078698684
Gtpbp4	6 out of 13	1.083413332
Dot1l	5 out of 13	1.102884161
Farsa	5 out of 13	1.148895109
Zfp106	6 out of 13	1.151299965
VAV3	6 out of 13	1.151488863
Rnf43	5 out of 13	1.178476348
Ddx54	8 out of 13	1.189360758
LOC714346	8 out of 13	1.20573931
Cxx1a	4 out of 13	1.263151201
Ankrd6	5 out of 13	1.272416543
Nadk	5 out of 13	1.275799719
Ptger1	5 out of 13	1.301459425
EXOSC1	4 out of 13	1.304831363
LOC718320	5 out of 13	1.346551272
Abcc1	5 out of 13	1.365106108
Pias2	5 out of 13	1.369807797
ANKRD11	6 out of 13	1.372291892
Tnfsf13b	5 out of 13	1.375100129
Stard7	6 out of 13	1.40089814
Fam189a2	6 out of 13	1.407529148
Ssbp1	7 out of 13	1.408367048
Zfp809	5 out of 13	1.413773646
Hipk3	5 out of 13	1.442392365
Nkd1	4 out of 13	1.445100508
Stard4	4 out of 13	1.497583853
Ptpn6	8 out of 13	1.501444648
Nr4a3	5 out of 13	1.52432238
Tia1	6 out of 13	1.552685768
Cyth4	8 out of 13	1.5718259
Esyt1	5 out of 13	1.580279239
1110003E01Rik	9 out of 13	1.652802276
Vars	6 out of 13	1.667584896
1700021K19Rik	5 out of 13	1.693719174
Igsf3	5 out of 13	1.711113614
LOC714083	4 out of 13	1.713168822
Dync2h1	4 out of 13	1.721798943
Ralgapb	7 out of 13	1.727536784
Marf1	6 out of 13	1.749322137
Msl3	5 out of 13	1.749895154
Col8a1	4 out of 13	1.749939643
Morc4	6 out of 13	1.75998596
Metrnl	5 out of 13	1.766857965
Kpnb1	6 out of 13	1.807013736
Gpr65	7 out of 13	1.811654722
Aes	4 out of 13	1.827131992
Tmem87b	4 out of 13	1.846994169
Tmod1	7 out of 13	1.90155407
Tmem108	5 out of 13	1.905310454
KLHL6	4 out of 13	1.907052244
Stard13	4 out of 13	1.908607689
Nek6	6 out of 13	1.910424125
Xpo7	5 out of 13	1.915623478
Saa4	6 out of 13	1.916654343
Fermt3	5 out of 13	1.932362249
Tpm2	4 out of 13	1.947922991
Gprasp1	9 out of 13	1.971315156
Riiad1	4 out of 13	1.977109807
Asah2	6 out of 13	1.977515622
Dync1li2	8 out of 13	2.023650552
Snx25	6 out of 13	2.025101864
Ppip5k1	7 out of 13	2.071766968
Rab10	5 out of 13	2.077990672
LOC704428	5 out of 13	2.113547223
Atp11b	7 out of 13	2.143836797
St14	5 out of 13	2.158250827
Insrr	5 out of 13	2.171212704
Neo1	5 out of 13	2.173028094
Sgms1	7 out of 13	2.175010743
Celf2	8 out of 13	2.176340846
LOC710656	4 out of 13	2.188864925
Ndrg4	5 out of 13	2.193632834
Dusp11	5 out of 13	2.213137071
Adrbk1	5 out of 13	2.229850215
Tet2	5 out of 13	2.247634935
Tjp1	5 out of 13	2.256724527
LOC701522	4 out of 13	2.284666372
Hist1h1d	7 out of 13	2.294978264
Adnp2	5 out of 13	2.299496908
Irf6	7 out of 13	2.314219974
S100b	4 out of 13	2.323856534
Zfp326	5 out of 13	2.33319118
Btrc	5 out of 13	2.339301771
Smad5	7 out of 13	2.369147483
C2cd2	7 out of 13	2.369812946
Calm1	6 out of 13	2.384414755
Smap2	6 out of 13	2.418183833
Ogg1	4 out of 13	2.426542609
Tcea1	6 out of 13	2.457746144
Eif6	7 out of 13	2.53624239
Rev1	5 out of 13	2.558504181
Ctsw	6 out of 13	2.568278654
B3galnt2	5 out of 13	2.5733138
Camp	5 out of 13	2.593398897
NT5C2	4 out of 13	2.595926135
Rasgrp1	6 out of 13	2.597152563
Nfs1	5 out of 13	2.622263118
Dclk1	5 out of 13	2.645926291
Tnfaip8l2	6 out of 13	2.694843464
SERINC3	5 out of 13	2.69524588
LOC704723	4 out of 13	2.703275526
Atg14	5 out of 13	2.760135801
Grn	5 out of 13	2.777462024
Chrdl1	6 out of 13	2.795843496
Cabp4	6 out of 13	2.862503115
Ndufa8	5 out of 13	2.903845163
Mtap4	5 out of 13	2.904599151
Nr3c1	5 out of 13	2.921540554
Cd300a	5 out of 13	2.989841243
Afmid	5 out of 13	2.993522431
Rod1	9 out of 13	3.026789989
Khdrbs1	7 out of 13	3.049311574
Dgat2	4 out of 13	3.061112869
Spock2	5 out of 13	3.071923438
Tyrobp	7 out of 13	3.077941817
LOC696761	4 out of 13	3.080377974
Mtm1	5 out of 13	3.139217082
ENSMUSG00000058492	4 out of 13	3.150696969
706891	5 out of 13	3.160707138
Uso1	5 out of 13	3.161687385
Lonrf1	6 out of 13	3.175694635
Atf6	5 out of 13	3.179868306
Sh3tc1	4 out of 13	3.198934452
Col4a4	4 out of 13	3.206415472
Sparc	6 out of 13	3.220850613
Ms4a8a	6 out of 13	3.228055617
USP47	5 out of 13	3.240690115
Pkn3	5 out of 13	3.248773031
LETMD1	5 out of 13	3.283501044
Apobr	6 out of 13	3.311639984
HSPA9	4 out of 13	3.315377092
Lrrc8c	5 out of 13	3.355112344
LOC694942	4 out of 13	3.388400594
Stk38l	6 out of 13	3.398335303
Meis2	6 out of 13	3.402935361
LOC711721	5 out of 13	3.423889701
Rassf4	7 out of 13	3.449060445
Nudt4	6 out of 13	3.485636098
Cftr	4 out of 13	3.532558342
Fto	5 out of 13	3.588198505
Zbtb17	5 out of 13	3.600669693
Kpna3	6 out of 13	3.610545183
Fcnb	5 out of 13	3.642266356
Btbd9	6 out of 13	3.669208912
Sfswap	5 out of 13	3.690093585
Plxna2	9 out of 13	3.695390037
Cldn18	7 out of 13	3.744846381
Paxip1	7 out of 13	3.750573507
Cd180	6 out of 13	3.77511577
Lmod1	6 out of 13	3.832705603
Lrrc1	8 out of 13	3.837483943
Dnhd1	5 out of 13	3.842901211
Gpr146	6 out of 13	3.842911697
717859	4 out of 13	3.869279241
1-Mar	5 out of 13	3.882693311
Hnrnpul2	6 out of 13	3.889155424
Kif3a	6 out of 13	3.904551677
Slc25a37	6 out of 13	3.926521769
LOC704908	4 out of 13	3.946739361
Arhgef12	8 out of 13	3.9918017
Ssh2	7 out of 13	4.005321037
EXOSC3	5 out of 13	4.03020338
Cdk14	5 out of 13	4.053555798
LOC696272	4 out of 13	4.105054228
Rps12	5 out of 13	4.123559092
PAK2	6 out of 13	4.132216333
Gfi1b	5 out of 13	4.157864865
Ubtd1	8 out of 13	4.192569925
Cmip	5 out of 13	4.207904984
LOC710630	4 out of 13	4.238090704
Spnb2	8 out of 13	4.248796653
Slc38a2	5 out of 13	4.252322211
Elovl6	6 out of 13	4.282680146
Zfand3	7 out of 13	4.319426099
SLC22A5	5 out of 13	4.34569521
Zfp512	8 out of 13	4.372727756
Snx27	5 out of 13	4.41020539
Rere	5 out of 13	4.429475098
C3ar1	5 out of 13	4.436001785
LOC712145	5 out of 13	4.448928054
Fbxo33	5 out of 13	4.471997515
Rassf8	8 out of 13	4.477314324
Vps37c	6 out of 13	4.493662905
Lacc1	6 out of 13	4.505022574
Gpc4	4 out of 13	4.509404293
Zfp286	8 out of 13	4.5188063
Lrch1	6 out of 13	4.519838963
LOC717403	4 out of 13	4.521874974
Hnrpll	5 out of 13	4.533789527
Ctss	5 out of 13	4.54920425
Clk4	5 out of 13	4.574444652
Dlc1	5 out of 13	4.577915046
Zswim4	5 out of 13	4.591268752
AK082956	5 out of 13	4.682317699
Slc31a1	5 out of 13	4.750558542
LOC705696	6 out of 13	4.7711154
Dcaf4	7 out of 13	4.774459607
Deptor	5 out of 13	4.7756053
Svil	6 out of 13	4.785901451
Epb4.1l4a	7 out of 13	4.825270662
Traf3	4 out of 13	4.832714337
Tnfrsf14	6 out of 13	4.839336078
Dkk3	7 out of 13	4.846148884
Fbxo7	8 out of 13	4.854109474
Nol12	5 out of 13	4.867733062
Cyb5d1	5 out of 13	4.87323852
Rhov	5 out of 13	4.8744491
Cap2	4 out of 13	4.914581493
Alpl	6 out of 13	4.919694958
Cyp2a4	6 out of 13	4.939429793
Eif4e2	5 out of 13	4.942785497
Ccny	6 out of 13	4.943220311
LOC712865	5 out of 13	4.949591064
Ube2d2a	5 out of 13	4.953273049
Supv3l1	5 out of 13	5.00039611
LUC7L2	4 out of 13	5.020669953
Oxr1	4 out of 13	5.079108187
Cyp4b1	4 out of 13	5.087928155
Pstpip1	7 out of 13	5.099900254
Trmt10b	4 out of 13	5.100542359
Nfat5	6 out of 13	5.102624023
Cited2	6 out of 13	5.130115266
Nab1	6 out of 13	5.134028787
Cdc42se1	6 out of 13	5.134503288
Lrrc57	4 out of 13	5.149856426
Xpot	4 out of 13	5.159793915
Sdcbp	5 out of 13	5.164735358
Sema5a	7 out of 13	5.230316659
Ncam1	7 out of 13	5.242356681
Mbp	6 out of 13	5.254046835
Pdlim7	8 out of 13	5.261462497
Myo9a	7 out of 13	5.26857005
Arglu1	7 out of 13	5.269236176
Gfra1	7 out of 13	5.285736914
Xpo6	5 out of 13	5.309600472
Htr7	6 out of 13	5.315399626
Ankrd40	8 out of 13	5.326571978
LOC716860	4 out of 13	5.35237255
Itga3	5 out of 13	5.360355318
Lnx2	5 out of 13	5.361255755
Vnn1	4 out of 13	5.373816122
Pde4c	5 out of 13	5.384168013
Cd52	4 out of 13	5.390974716
Slc4a7	5 out of 13	5.397438875
Prdx5	5 out of 13	5.404401195
Lcp1	6 out of 13	5.404560453
Zkscan1	6 out of 13	5.404739553
Cyth1	5 out of 13	5.416016696
Tmem165	5 out of 13	5.429416029
KCMF1	6 out of 13	5.434481102
LOC693666	4 out of 13	5.457733352
Seh1l	7 out of 13	5.458138404
EXOC2	5 out of 13	5.481373639
Fchsd2	6 out of 13	5.494645073
Bzw1	6 out of 13	5.55796688
Col20a1	6 out of 13	5.580417222
Gpbp1	5 out of 13	5.598253903
Lman1l	5 out of 13	5.615367723
Bfar	5 out of 13	5.630020263
Chsy1	4 out of 13	5.635970807
Tmem192	5 out of 13	5.654257431
75803	5 out of 13	5.658759863
LOC706078	4 out of 13	5.660188949
Tnrc6b	4 out of 13	5.665551684
Gns	7 out of 13	5.725910414
Slc3a2	5 out of 13	5.726273528
Cdc42ep4	5 out of 13	5.729522408
Emp1	5 out of 13	5.732616511
MECP2	6 out of 13	5.751910219
Spna2	5 out of 13	5.764835553
Sync	4 out of 13	5.802255164
PRMT2	4 out of 13	5.811958319
Bcl7c	5 out of 13	5.818461393
LOC711498	4 out of 13	5.823227991
Cd44	5 out of 13	5.825543144
Mospd4	5 out of 13	5.842978718
2810407C02Rik	5 out of 13	5.84569481
Evi2b	7 out of 13	5.886541012
Jak3	5 out of 13	5.898290024
Slit3	8 out of 13	5.941573862
Dennd2d	7 out of 13	5.956124174
ENSMUST00000124404	5 out of 13	5.961911191
Numa1	6 out of 13	5.973511355
2210408O09Rik	5 out of 13	6.042428437
Npc1l1	7 out of 13	6.051360524
Hivep3	7 out of 13	6.059456857
AK047573	5 out of 13	6.114118566
Dennd4a	5 out of 13	6.116169891
Hsf2	5 out of 13	6.124597177
Gja1	5 out of 13	6.125236133
LOC709698	5 out of 13	6.137618249
Cytip	5 out of 13	6.162577008
P2ry10	4 out of 13	6.17523191
Usp12	5 out of 13	6.182718345
AUTS2	5 out of 13	6.18604781
Erap1	5 out of 13	6.19981256
Mdk	5 out of 13	6.258955475
Wdfy2	5 out of 13	6.272701271
Srgap1	6 out of 13	6.291567494
Tmem219	5 out of 13	6.298114248
FAM107A	4 out of 13	6.306616314
Itpr1	5 out of 13	6.3152007
Gprc5b	5 out of 13	6.347072378
708452	4 out of 13	6.362582502
Scyl2	5 out of 13	6.37433262
Rac2	4 out of 13	6.38548041
9330182L06Rik	5 out of 13	6.389659037
